model,engine,median_wall_cold_s,median_wall_warm_s,median_min_ess,median_ess_per_s_warm,median_ess_per_grad,median_rhat
eight_schools,NS_LAPS_GPU,1.4247591039165854,0.240660275,75681.76635144453,314475.52510045347,0.0985439666034434,1.0064913717619535
eight_schools,BlackJAX_GPU,11.769479082897305,0.3458975488319993,28019.636703267603,75255.42159575383,0.040104368343848014,1.0079868759022037
glm_logistic,NS_LAPS_GPU,23.790776170790195,9.25411056,77852.0313812661,8414.596295095851,0.10136983252769025,1.0086325184694143
glm_logistic,BlackJAX_GPU,90.61460866034031,77.76452716812491,19582.594114142703,225.88236484056105,0.0026377416640817218,1.0121855226450518
neal_funnel_10d,NS_LAPS_GPU,1.4037135588005185,0.25885028099999996,54767.84130427259,211581.1545295274,0.07131229336493826,1.0083257626827569
neal_funnel_10d,BlackJAX_GPU,15.51668828073889,0.41182927042245865,706.4536069542903,1759.3818918647119,0.0007096051397262139,1.2732423216503075
std_normal_10d,NS_LAPS_GPU,1.554020468145609,0.24027190399999998,159752.77129213774,680785.2940119251,0.3120171314299565,1.0061922774437562
std_normal_10d,BlackJAX_GPU,14.063894481398165,0.2253688545897603,1770.7953941309515,7846.839070284463,0.0069171695083240295,1.1009631471467656
